716468,F2Pool,min relay fee not met,e7341be45a098f62e2367b792431fbf390918179dcaa72049f3f7e079fb7fcb9,3121,17,2,0
716468,F2Pool,tx-size,cfab59fcc7245e1681526a99d9ab0b9249c5c6a011ac06a04c784e2d46bfb0fc,125360,1,3842,0
716501,ViaBTC,min relay fee not met,9569df19bc60626edb4cb8c17913876dd206f5588eccdce260b3ae854a594fd5,180,2,1,1
716622,F2Pool,min relay fee not met,ee6ac8eb585bc5ccc2daa161a5703f8910b208343b13e691e09858c4fabcb604,3837,21,2,0
716622,F2Pool,tx-size,0a9f8c8cfe9051835f845e281c479f8e61ebe621009d70c81bad5b6d5520bae2,122712,1,3762,0
716814,F2Pool,min relay fee not met,c3236aa4b3427471c4b82b538f629d519d913e492449c1803523dc630cd754d9,4911,27,2,0
716814,F2Pool,tx-size,d240294f73a5608d0bd245ff614700c9f7b1716cb0cef0c01039fdc1c3f8abd2,123980,1,3796,0
717009,F2Pool,min relay fee not met,6072a3d39d2fcf96eb0d5bd31f5b99552a73fd44bd0a67f3b278908e0196b251,4553,25,2,0
717009,F2Pool,tx-size,4f1bce65febac79d4e2a115b93a69d0abcbdc35af281ecf6f2db5b07d62e670d,123362,1,3781,0
717088,F2Pool,min relay fee not met,dd5d263ff22eda93f337b7fef1926da6b824b442fcde1fe239ad610734fac4bb,4195,23,2,0
717088,F2Pool,tx-size,c04307d28b9841294f3a4ce5e79be9de84b9d4878dcc83349828d30f539cae33,123353,1,3782,0
717268,F2Pool,min relay fee not met,d5690414aea9246346dd4165612a54e5409432bbd1d530a4ac045956c8f40e49,4553,25,2,0
717268,F2Pool,tx-size,db153de7e0bcb7745d8e39816d9e8c2ee5f3b8d194c79d51860679c26c9561c7,124325,1,3813,0
717378,F2Pool,min relay fee not met,4d60cca47d40eebadd418da0a05d1207600da04539a39592724507a5bb830e0c,4015,22,2,0
717378,F2Pool,tx-size,d9894393cf052e901775b61abac77b9e7b93869e5d062f900ba1c91f9daff93e,122473,1,3751,0
717391,F2Pool,min relay fee not met,63a8ff446ebb6fa749ed3ec670a848a3688fc819a42136e971f0b3834b794436,538,2,6,0
717391,F2Pool,missing-inputs,6e44c9b00843c0e70dad96da6a96e94180a3890b23ddd52569d75a7691d744e8,217,1,2,1000
717391,F2Pool,missing-inputs,8ea8a4092b3f088d75dee8e1b4f0097d0fb10f9b410587692395824a77f13a3c,445,2,2,5000
717469,F2Pool,min relay fee not met,e5c991ed43e593f433774925a73814dd107265e8d78f4efaed6f0ab0c82953b3,2492,27,1,2474
717469,F2Pool,missing-inputs,21f4ce63259c1a86c2b0115a1fb36eb8795a360e87dcd077bd9371b22a3394ae,110,1,1,2865
717504,ViaBTC,min relay fee not met,f9428d3dc8470123f2b8ad84680216e75fd5a671347ea342c391911e3e000a20,2038,22,1,2024
717504,ViaBTC,missing-inputs,80032f67a7d83afdadcf2fbca682fc5e71989fe1f71c939d3832ae20e009158a,110,1,1,2865
717540,F2Pool,min relay fee not met,e5be3ea6ee58514e360794175a6442017f8709665914862c51fdb7d2b67b4d76,4195,23,2,0
717540,F2Pool,tx-size,56c5b34eaca34967bc22dad74887339d94c620a6e33f3294e8ad2fbd24baa45e,122217,1,3748,0
717667,F2Pool,min relay fee not met,e76ccc8943018cd5b3f3c6e17feb5004be2022615b30b5a13a0bbe8ac9beaa5d,3478,19,2,0
717667,F2Pool,tx-size,a91b79582b4245f21df3fe87a6fe7c674e0922dceda02a0d9e7b6c85204491b0,122759,1,3767,0
717814,F2Pool,min relay fee not met,45d28b4267aed5d88ca795e3506c963e9dacfe3975a6c6efb722873d31c6bb39,4194,23,2,0
717814,F2Pool,tx-size,104406df499866277dfb4c6228337cd14e4ce2d8c7346c2da65be7e63f84f275,120953,1,3708,0
717857,F2Pool,min relay fee not met,9cc5edacf7b1d7ff729e7f46402deeced095f601963cf6f2e52dda8ab9c386b7,178,1,3,0
717961,F2Pool,min relay fee not met,801dc9cccaf2c5b55d4f2b309a47516c3b87c5c729d2e78979c267529d9bfe2e,4374,24,2,0
717961,F2Pool,tx-size,8223e408005dc547d79de3c9ed4752debca8efd850600e1030aef3fcf9b3fad2,124456,1,3816,0
717977,F2Pool,min relay fee not met,11fa91a1a0a17373d3217f55a6a98ee637a58702c12251975532a7423358448c,4549,5,110,0
718049,ViaBTC,min relay fee not met,ccc04c66a8a127e9c1bcf314e74b9b09ecabaa13c217d046289e207b66577ec8,113,1,1,1
718093,F2Pool,min relay fee not met,0f17bb3c441b90367ff04fd995e249b331edde0096c22617517c98ebe04d209d,4195,23,2,0
718093,F2Pool,tx-size,6940c82232cd67bd68935200a4e8b008ed0eda2fbcc323fd304873143669c458,122242,1,3742,0
718256,F2Pool,min relay fee not met,f316ca3f795fdd689c46a3fede303eab6d451ce56e9a295627ce3246f9c7bada,3837,21,2,0
718256,F2Pool,tx-size,fcd0437d75c28286a686503f21bd681a954dd99acb5cc815006265c7e4862f8a,122653,1,3758,0
718396,F2Pool,min relay fee not met,f27c31b2e0f552c5d5c85c129207420ef29b9a4a57614fb6b60ddf52464c0951,5089,28,2,0
718396,F2Pool,tx-size,9cb10eaf44d83fb50f9f80d280e35c51d2697fb7c4aec65c67a6090e6614fc85,125318,1,3839,0
718568,F2Pool,min relay fee not met,9e05df878aab346c715d60f7a141441b730d24e5d8f561f508c0e5fd795d81eb,4731,26,2,0
718568,F2Pool,tx-size,a0aa377edeb5cc3557dcc0f39596dc52c953d626f1b803b26d82d5876dbbf6dd,127764,1,3917,0
718749,F2Pool,min relay fee not met,3249fb8e6ad172bcc7c41707982e1bca65a918522821695bf73bb79b2bbd9e5f,5627,31,2,0
718749,F2Pool,tx-size,2e273e7bdb7fcef46910ee1262b449dfb296419f5451ae6fdd79355db9ab77e4,126569,1,3879,0
718916,F2Pool,min relay fee not met,f358780b8a0fd22ca4ab6f47f5b5df5f0af75d1da28c0ca0fe79ab981803c268,5268,29,2,0
718916,F2Pool,tx-size,175c196ee17595beb764d366c01291230912cceecb306656c38e99d158fd5df4,124536,1,3819,0
719072,F2Pool,min relay fee not met,92d1fd331ce34cf481280d4ba650f7c6e7e15cd0a18c252dee0827740038d558,4553,25,2,0
719072,F2Pool,tx-size,2f34289166928b9e78c630b8f6a8c1388e588d72f6aee08d1f1eeaacf9bca82f,123331,1,3780,0
719202,ViaBTC,min relay fee not met,11be8c5f36a2a13f311d9615921d0e79a828d386e2518cb689c8b0da2b079ad6,224,1,2,223
719202,ViaBTC,missing-inputs,49653803fa67d79793ac82390f9494dc8f3f77710ceaa731622d597c76f03f7e,223,1,2,448
719241,F2Pool,min relay fee not met,59088e210c201be36f3222111b132855bc2db2fac181b9f9fdb42b867e6f7eed,5090,28,2,0
719241,F2Pool,tx-size,454423305d080226ef2f577102268f74af773dd3dec96438c927df40cd0cd9e6,126321,1,3875,0
719262,F2Pool,min relay fee not met,4331bb6993e08fd83846673f4b1c7b751d67c66d6c76fafe12cebb21ff36c2d4,436,2,2,0
719316,F2Pool,min relay fee not met,17f2d5066733c26c5467493b62767fb19b262bfb8f5eafc5d9483278075bb500,177,2,1,0
719316,F2Pool,min relay fee not met,db851c94d1895bc2d52288ceeb104b9b79114d6928f9bc279a26a604ccc5e613,436,2,2,0
719399,F2Pool,min relay fee not met,3bd93d83ec1919c23da6362da5ab401d2e532f4e7f9a80170249fa9ef905da2e,3300,18,2,0
719399,F2Pool,tx-size,f7088a34666f03bb549d453a03c909177a87a471e2a874519424c1cb61797378,125298,1,3839,0
719399,F2Pool,min relay fee not met,f30f20b47b659c7615c9c574628931e0663129a5687a8547e580e94b7c4c263e,224,1,2,0
719399,F2Pool,missing-inputs,ae05eec365532c576a09231d639dc7fc17dd295dcbec41b6d5f686237fc559bc,224,1,2,801
719545,F2Pool,min relay fee not met,9df53afbb4f5dd4bef27fea7f9376a34f0541c4d9925ab0a140bc98b006c8da7,2942,16,2,0
719545,F2Pool,tx-size,3bf96ee2d698f36fbd62bcde120b8317dc385536c8e64940698aab36950401a5,123273,1,3783,0
719711,F2Pool,min relay fee not met,e9c81de317fe7e9ad3701e4825b7dcf80168692e3fe4c5b77cd3f617fa4ff2d8,4195,23,2,0
719711,F2Pool,tx-size,0b23d07eea50bfad4dd52cc3687b202961e3f3b21366460eceab8b6a8165c84a,125947,1,3861,0
719745,ViaBTC,min relay fee not met,988d59828781336bb1a9209bac314a0467b9021895a5b77598e8eb508b229c64,256,1,3,254
719745,ViaBTC,missing-inputs,68d03e387dbfd0afa6519d0f0572b2e8ce0f632cf92c77d073d4abc22b6cf134,372,2,2,1488
719848,F2Pool,min relay fee not met,0ee7839537f33c811b33b26e0c98e4e1611b738d2dae167a3ad69a4fa12fe4d8,4911,27,2,0
719848,F2Pool,tx-size,14f3b1b2b8384e67a43373d8b3106d9d0ab9731873842db193cc6897ae5982c4,116336,1,3570,0
719867,ViaBTC,min relay fee not met,1afbfe19d0cb27497399b657c93d561ff1fba1fd04390e7c7b34951ae0e6be40,165,1,2,164
719867,ViaBTC,missing-inputs,50bb70c527f1b6321617d534739812914502bdb2d632b8ff3368c5bfbb86fe0a,134,1,1,495
719987,F2Pool,min relay fee not met,dfb9d40602dc5a4e055c1b3eca352c2bfc969caee782f0fdad94516e967e9603,4016,22,2,0
719987,F2Pool,tx-size,cccc5c32f8dfbb9b8702b4b4c0e9b3f1336ed92ca0f58378c915d875c159a9f9,118031,1,3617,0
